2538357.315095, 0.000000, 1151894.127768, 0.000000, 0.000000, 0.000000, 477.700000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2538357.316234, 0.000000, 1151894.238927, 0.000000, 0.000000, 0.000000, 477.500000, -0.200000, 0.000000, 0.000000, -0.033217, 0.000000, 0.000000
2538357.392977, 0.000000, 1151894.238140, -1.437203, 1.437203, 1.437203, 477.500000, 0.000000, 0.000000, 0.000000, 0.089842, 79.321207, 0.022034
2538358.175217, 0.782239, 1151895.675343, -0.886128, 1.181999, 2.619202, 477.900000, 0.400000, 353.160000, 0.098100, -0.012900, 0.000000, 0.022034
2538358.491301, 0.000000, 1151896.561471, -0.664596, 0.664596, 3.283798, 478.300000, 0.400000, 353.160000, 0.196200, -0.016075, 0.000000, 0.022034
2538358.728364, 0.000000, 1151897.226067, -0.555011, 0.555011, 3.838809, 478.500000, 0.200000, 176.580000, 0.245250, 0.011658, 10.293142, 0.024893
2538358.810802, 0.000000, 1151897.781078, -0.443851, 0.443851, 4.282660, 478.900000, 0.400000, 353.160000, 0.343350, 0.128192, 113.180423, 0.056332
2538358.892100, 0.000000, 1151898.224929, -0.443851, 0.443851, 4.726511, 479.300000, 0.400000, 353.160000, 0.441450, -0.053583, 0.000000, 0.056332
2538358.973399, 0.000000, 1151898.668780, -0.443851, 0.443851, 5.170362, 479.500000, 0.200000, 176.580000, 0.490500, -0.018183, 0.000000, 0.056332
2538359.054698, 0.000000, 1151899.112631, 0.000000, 0.000000, 5.170362, 479.700000, 0.200000, 176.580000, 0.539550, -0.037092, 0.000000, 0.056332
2538359.288344, 0.000000, 1151899.443749, 0.000000, 0.000000, 5.170362, 479.700000, 0.000000, 0.000000, 0.539550, -0.023292, 0.000000, 0.056332
2538359.445247, 0.000000, 1151899.775653, 0.000000, 0.000000, 5.170362, 479.800000, 0.100000, 88.290000, 0.564075, -0.014175, 0.000000, 0.056332
2538359.370782, 0.000000, 1151899.998759, 0.000000, 0.000000, 5.170362, 479.900000, 0.100000, 88.290000, 0.588600, -0.006700, 0.000000, 0.056332
2538359.526546, 0.000000, 1151900.219504, 0.000000, 0.000000, 5.170362, 479.800000, -0.100000, 0.000000, 0.588600, 0.028308, 24.993427, 0.063274
2538359.759054, 0.000000, 1151900.439462, 0.000000, 0.000000, 5.170362, 479.700000, -0.100000, 0.000000, 0.588600, 0.107467, 94.882320, 0.089631
2538359.991562, 0.000000, 1151900.659420, 0.000000, 0.000000, 5.170362, 479.600000, -0.100000, 0.000000, 0.588600, 0.092533, 81.697680, 0.112324
2538360.301952, 0.000000, 1151900.989751, 0.000000, 0.000000, 5.170362, 479.300000, -0.300000, 0.000000, 0.588600, 0.000683, 0.603315, 0.112492
2538360.687946, 0.000000, 1151901.208135, 0.000000, 0.000000, 5.170362, 479.000000, -0.300000, 0.000000, 0.588600, 0.009983, 8.814285, 0.114941
2538361.305310, 0.617364, 1151901.535317, 0.000000, 0.617364, 5.787725, 478.500000, -0.500000, 0.000000, 0.588600, -0.030058, 0.000000, 0.114941
2538361.691304, 0.000000, 1151901.753701, 0.000000, 0.000000, 5.787725, 478.000000, -0.500000, 0.000000, 0.588600, 0.154925, 136.783283, 0.152936
2538362.231924, 0.540620, 1151902.081671, 0.000000, 0.540620, 6.328345, 477.400000, -0.600000, 0.000000, 0.588600, 0.068517, 60.493365, 0.169740
2538362.695801, 0.463877, 1151902.410427, -0.437555, 0.637680, 6.966026, 476.900000, -0.500000, 0.000000, 0.588600, 0.028975, 25.582027, 0.176846
2538363.391046, 0.695245, 1151902.847983, 0.000000, 0.695245, 7.661271, 476.300000, -0.600000, 0.000000, 0.588600, 0.057392, 50.671103, 0.190921
2538364.008409, 0.617363, 1151903.175166, 0.000000, 0.617363, 8.278634, 475.700000, -0.600000, 0.000000, 0.588600, 0.069150, 61.052535, 0.207880
2538364.394404, 0.000000, 1151903.393550, 0.000000, 0.000000, 8.278634, 475.000000, -0.700000, 0.000000, 0.588600, 0.056250, 49.663125, 0.221675
2538364.858280, 0.463876, 1151903.722307, 0.000000, 0.463876, 8.742510, 474.500000, -0.500000, 0.000000, 0.588600, 0.038467, 33.962220, 0.231109
2538365.167531, 0.000000, 1151903.941478, 0.000000, 0.000000, 8.742510, 473.900000, -0.600000, 0.000000, 0.588600, 0.016225, 14.325052, 0.235088
2538365.246552, 0.000000, 1151904.163010, -0.439916, 0.439916, 9.182427, 473.100000, -0.800000, 0.000000, 0.588600, 0.102175, 90.210307, 0.260147
2538365.711566, 0.465015, 1151904.602926, 0.000000, 0.465015, 9.647442, 472.200000, -0.900000, 0.000000, 0.588600, 0.009750, 8.608275, 0.262538
2538366.021956, 0.000000, 1151904.933257, 0.000000, 0.000000, 9.647442, 471.600000, -0.600000, 0.000000, 0.588600, -0.017942, 0.000000, 0.262538
2538366.099838, 0.000000, 1151905.043630, 0.000000, 0.000000, 9.647442, 471.500000, -0.100000, 0.000000, 0.588600, -0.018092, 0.000000, 0.262538
2538366.410227, 0.000000, 1151905.373961, 0.000000, 0.000000, 9.647442, 471.000000, -0.500000, 0.000000, 0.588600, 0.091167, 80.491050, 0.284897
2538366.949708, 0.539481, 1151905.590771, 0.000000, 0.539481, 10.186923, 470.800000, -0.200000, 0.000000, 0.588600, 0.015250, 13.464225, 0.288637
2538367.335702, 0.000000, 1151905.809156, 0.000000, 0.000000, 10.186923, 470.300000, -0.500000, 0.000000, 0.588600, 0.062517, 55.195965, 0.303969
2538367.490327, 0.000000, 1151905.918741, 0.000000, 0.000000, 10.186923, 469.700000, -0.600000, 0.000000, 0.588600, -0.003958, 0.000000, 0.303969
2538367.565932, 0.000000, 1151905.806795, 0.000000, 0.000000, 10.186923, 469.300000, -0.400000, 0.000000, 0.588600, -0.043258, 0.000000, 0.303969
