46.515642,6.635578,468.000000,957.226386
46.515642,6.635578,468.100000,957.228230
46.515642,6.635578,468.100000,957.237963
46.515642,6.635577,468.200000,957.244747
46.515641,6.635575,468.300000,957.237719
46.515641,6.635575,468.400000,957.236769
46.515642,6.635575,468.400000,957.230981
46.515642,6.635574,468.500000,957.233636
46.515641,6.635573,468.500000,957.238792
46.515639,6.635571,468.600000,957.239301
46.515638,6.635569,468.600000,957.237850
46.515637,6.635567,468.700000,957.242451
46.515636,6.635566,468.700000,957.234890
46.515636,6.635565,468.700000,957.234523
46.515635,6.635564,468.800000,957.242085
46.515634,6.635562,468.800000,957.245853
46.515632,6.635560,468.900000,957.235796
46.515631,6.635558,469.000000,957.237121
46.515629,6.635556,469.200000,957.232827
46.515627,6.635553,469.300000,957.241536
46.515626,6.635551,469.400000,957.234719
46.515624,6.635549,469.500000,957.238533
46.515622,6.635546,469.600000,957.238682
46.515620,6.635543,469.600000,957.239997
46.515618,6.635541,469.600000,957.239419
46.515616,6.635539,469.600000,957.233017
46.515614,6.635536,469.600000,957.242560
46.515611,6.635532,469.600000,957.234319
46.515609,6.635529,469.600000,957.230253
46.515607,6.635527,469.700000,957.228320
46.515605,6.635524,469.700000,957.228281
46.515603,6.635521,469.700000,957.232271
46.515600,6.635518,469.700000,957.228456
46.515598,6.635515,469.800000,957.229866
46.515596,6.635512,469.900000,957.231706
46.515593,6.635509,470.000000,957.234605
46.515591,6.635507,470.000000,957.238068
46.515589,6.635504,470.100000,957.243749
46.515587,6.635502,470.100000,957.244918
46.515585,6.635500,470.100000,957.239600
46.515584,6.635498,470.100000,957.226838
46.515582,6.635497,470.200000,957.226717
46.515581,6.635496,470.300000,957.210306
46.515579,6.635494,470.300000,957.213666
46.515578,6.635493,470.300000,957.211273
46.515577,6.635491,470.300000,957.210001
46.515576,6.635490,470.300000,957.215551
46.515575,6.635489,470.300000,957.229433
46.515575,6.635489,470.300000,957.227976
46.515575,6.635489,470.300000,957.226952
46.515575,6.635489,470.300000,957.222563
46.515575,6.635489,470.300000,957.227633
46.515575,6.635489,470.200000,957.223297
46.515575,6.635488,470.100000,957.222355
46.515575,6.635489,470.100000,957.217944
46.515575,6.635489,470.100000,957.218627
46.515574,6.635489,470.100000,957.223160
46.515575,6.635490,470.000000,957.221523
46.515574,6.635490,470.100000,957.215842
46.515575,6.635490,470.000000,957.228683
46.515575,6.635491,470.100000,957.214390
46.515576,6.635492,470.100000,957.202786
46.515577,6.635494,470.000000,957.211140
46.515579,6.635496,470.000000,957.204719
46.515581,6.635499,469.900000,957.213611
46.515582,6.635500,470.000000,957.211190
46.515582,6.635501,469.900000,957.217418
46.515584,6.635503,469.900000,957.223949
46.515586,6.635505,469.700000,957.217771
46.515587,6.635507,469.700000,957.219551
46.515588,6.635508,469.500000,957.219703
46.515589,6.635510,469.400000,957.216188
46.515590,6.635511,469.300000,957.208851
46.515590,6.635512,469.200000,957.204482
46.515591,6.635514,469.100000,957.207192
46.515592,6.635516,468.900000,957.202083
46.515594,6.635517,468.800000,957.206307
46.515595,6.635520,468.600000,957.204450
46.515596,6.635521,468.500000,957.209284
46.515599,6.635524,468.300000,957.208767
46.515600,6.635527,468.200000,957.193785
46.515600,6.635528,468.000000,957.189090
46.515603,6.635532,467.800000,957.188677
46.515606,6.635536,467.600000,957.198110
46.515607,6.635539,467.300000,957.197601
46.515609,6.635542,467.100000,957.194778
46.515612,6.635545,466.900000,957.197690
46.515614,6.635548,466.700000,957.199010
46.515615,6.635550,466.500000,957.193515
46.515617,6.635552,466.300000,957.187810
46.515618,6.635554,466.100000,957.188082
46.515619,6.635556,465.900000,957.186159
46.515621,6.635558,465.600000,957.181895
46.515622,6.635560,465.400000,957.185078
46.515625,6.635562,465.200000,957.182706
46.515625,6.635563,465.000000,957.187270
46.515625,6.635564,464.900000,957.190033
46.515625,6.635564,464.700000,957.189522
46.515627,6.635566,464.400000,957.180784
46.515628,6.635567,464.300000,957.172013
46.515628,6.635568,464.100000,957.169154
46.515629,6.635569,464.000000,957.166201
46.515629,6.635568,463.900000,957.166130
46.515628,6.635568,463.800000,957.154454
46.515629,6.635568,463.700000,957.163992
46.515629,6.635568,463.600000,957.164866
46.515630,6.635568,463.400000,957.166781
46.515630,6.635568,463.200000,957.172576
46.515631,6.635568,463.000000,957.186070
46.515631,6.635568,462.800000,957.174456
46.515632,6.635568,462.700000,957.179293
46.515633,6.635569,462.500000,957.173582
46.515635,6.635571,462.300000,957.158342
46.515635,6.635571,462.200000,957.158802
46.515636,6.635572,462.000000,957.152748
46.515636,6.635571,462.000000,957.148077
46.515635,6.635570,462.000000,957.138813
46.515635,6.635569,461.900000,957.139955
46.515634,6.635568,462.000000,957.137870
46.515635,6.635568,462.000000,957.133621
46.515635,6.635568,461.900000,957.134986
46.515635,6.635568,461.900000,957.143126
46.515636,6.635568,461.900000,957.143591
46.515635,6.635568,462.000000,957.143812
46.515635,6.635567,462.000000,957.147217
46.515635,6.635567,462.100000,957.141988
46.515634,6.635566,462.200000,957.141984
46.515633,6.635565,462.300000,957.136684
46.515632,6.635563,462.500000,957.140842
46.515631,6.635562,462.700000,957.149742
46.515630,6.635562,462.800000,957.146317
46.515631,6.635562,462.900000,957.147751
46.515631,6.635563,463.000000,957.149815
46.515631,6.635564,463.100000,957.147285
46.515631,6.635564,463.200000,957.138986
46.515631,6.635565,463.400000,957.136350
46.515630,6.635564,463.600000,957.136292
46.515630,6.635565,463.800000,957.143452
46.515630,6.635565,464.000000,957.142075
46.515631,6.635567,464.200000,957.145290
46.515631,6.635567,464.400000,957.139719
46.515632,6.635568,464.700000,957.140697
46.515633,6.635569,464.900000,957.135521
46.515633,6.635570,465.100000,957.135928
46.515633,6.635571,465.300000,957.135551
46.515633,6.635571,465.600000,957.135957
46.515633,6.635571,465.900000,957.140874
46.515632,6.635570,466.100000,957.136706
46.515631,6.635570,466.400000,957.146658
46.515630,6.635570,466.600000,957.144510
46.515629,6.635569,466.900000,957.143619
46.515628,6.635569,467.200000,957.134759
46.515627,6.635568,467.400000,957.118748
46.515626,6.635567,467.700000,957.120261
46.515624,6.635566,468.000000,957.128608
46.515622,6.635564,468.300000,957.119814
46.515620,6.635562,468.700000,957.112154
46.515618,6.635560,469.000000,957.113374
46.515616,6.635557,469.300000,957.116514
46.515613,6.635554,469.600000,957.119254
46.515611,6.635553,469.800000,957.123480
46.515610,6.635552,470.100000,957.122013
46.515608,6.635549,470.400000,957.121456
46.515606,6.635547,470.700000,957.130147
46.515604,6.635546,471.000000,957.136884
46.515603,6.635544,471.200000,957.147030
46.515602,6.635542,471.500000,957.151277
46.515599,6.635540,471.700000,957.150605
46.515597,6.635537,472.000000,957.150161
46.515595,6.635535,472.300000,957.149524
46.515592,6.635532,472.600000,957.148056
46.515590,6.635529,472.900000,957.144234
46.515588,6.635527,473.200000,957.142016
46.515585,6.635524,473.500000,957.138642
46.515583,6.635521,473.800000,957.125017
46.515580,6.635518,474.100000,957.134193
46.515578,6.635516,474.400000,957.131743
46.515577,6.635513,474.600000,957.119711
46.515575,6.635511,474.800000,957.110517
46.515573,6.635508,475.100000,957.112182
46.515571,6.635506,475.300000,957.116756
46.515570,6.635504,475.500000,957.108849
