2538363.030104, 0.000000, 1151905.075108, 0.000000, 0.000000, 0.000000, 462.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2538362.874339, 0.000000, 1151904.854363, 0.000000, 0.000000, 0.000000, 462.600000, 0.100000, 88.290000, 0.024525, -0.023258, 0.000000, 0.000000
2538362.717437, 0.000000, 1151904.522458, 0.000000, 0.000000, 0.000000, 462.600000, 0.000000, 0.000000, 0.024525, -0.051208, 0.000000, 0.000000
2538362.483790, 0.000000, 1151904.191341, 0.000000, 0.000000, 0.000000, 462.700000, 0.100000, 88.290000, 0.049050, -0.070625, 0.000000, 0.000000
2538362.328026, 0.000000, 1151903.970596, 0.000000, 0.000000, 0.000000, 462.800000, 0.100000, 88.290000, 0.073575, -0.023683, 0.000000, 0.000000
2538362.171123, 0.000000, 1151903.638691, 0.000000, 0.000000, 0.000000, 462.800000, 0.000000, 0.000000, 0.073575, -0.005733, 0.000000, 0.000000
2538362.016498, 0.000000, 1151903.529105, 0.000000, 0.000000, 0.000000, 462.900000, 0.100000, 88.290000, 0.098100, 0.078142, 68.991277, 0.019164
2538362.015359, 0.000000, 1151903.417946, 0.000000, 0.000000, 0.000000, 463.000000, 0.100000, 88.290000, 0.122625, -0.018392, 0.000000, 0.019164
2538361.937477, 0.000000, 1151903.307573, 0.000000, 0.000000, 0.000000, 463.100000, 0.100000, 88.290000, 0.147150, 0.021767, 19.217790, 0.024503
2538361.935199, 0.000000, 1151903.085254, 0.000000, 0.000000, 0.000000, 463.200000, 0.100000, 88.290000, 0.171675, 0.014717, 12.993345, 0.028112
2538361.935199, 0.000000, 1151903.085254, 0.000000, 0.000000, 0.000000, 463.300000, 0.100000, 88.290000, 0.196200, -0.070192, 0.000000, 0.028112
2538362.011943, 0.000000, 1151903.084467, 0.000000, 0.000000, 0.000000, 463.400000, 0.100000, 88.290000, 0.220725, 0.045175, 39.885007, 0.039191
2538362.088686, 0.000000, 1151903.083680, 0.000000, 0.000000, 0.000000, 463.500000, 0.100000, 88.290000, 0.245250, 0.041800, 36.905220, 0.049442
