4.630942449999999553e+03,6.381620799999999463e+02,4.808999999999999773e+02
4.630941569999999956e+03,6.381606799999999566e+02,4.808999999999999773e+02
4.630940639999999803e+03,6.381587500000000546e+02,4.810000000000000000e+02
4.630939620000000104e+03,6.381574100000000271e+02,4.811000000000000227e+02
4.630939190000000053e+03,6.381564600000000382e+02,4.811000000000000227e+02
4.630939169999999649e+03,6.381561799999999494e+02,4.811000000000000227e+02
4.630938890000000356e+03,6.381559700000000248e+02,4.808999999999999773e+02
4.630938570000000254e+03,6.381553400000000238e+02,4.808999999999999773e+02
4.630939290000000256e+03,6.381548800000000483e+02,4.805000000000000000e+02
4.630939589999999953e+03,6.381545999999999594e+02,4.803999999999999773e+02
4.630939320000000407e+03,6.381537399999999707e+02,4.803000000000000114e+02
4.630939120000000003e+03,6.381530699999999570e+02,4.803000000000000114e+02
4.630938890000000356e+03,6.381524699999999939e+02,4.801999999999999886e+02
4.630938320000000203e+03,6.381514300000000048e+02,4.796999999999999886e+02
4.630937949999999546e+03,6.381505499999999529e+02,4.798000000000000114e+02
4.630937619999999697e+03,6.381499900000000025e+02,4.796999999999999886e+02
4.630937520000000404e+03,6.381495899999999892e+02,4.798000000000000114e+02
4.630937539999999899e+03,6.381494800000000396e+02,4.798999999999999773e+02
4.630937939999999799e+03,6.381498100000000022e+02,4.796999999999999886e+02
4.630938049999999748e+03,6.381505100000000539e+02,4.796000000000000227e+02
4.630938580000000002e+03,6.381506900000000542e+02,4.796999999999999886e+02
4.630939229999999952e+03,6.381512199999999666e+02,4.795000000000000000e+02
4.630940120000000206e+03,6.381520199999999932e+02,4.793000000000000114e+02
4.630940920000000006e+03,6.381528299999999945e+02,4.793000000000000114e+02
4.630940599999999904e+03,6.381527700000000323e+02,4.791999999999999886e+02
4.630940920000000006e+03,6.381525299999999561e+02,4.793000000000000114e+02
4.630940370000000257e+03,6.381523899999999685e+02,4.788999999999999773e+02
4.630939720000000307e+03,6.381519700000000057e+02,4.790000000000000000e+02
4.630938879999999699e+03,6.381511799999999539e+02,4.785000000000000000e+02
4.630937530000000152e+03,6.381498800000000529e+02,4.785000000000000000e+02
4.630936380000000099e+03,6.381481800000000248e+02,4.785000000000000000e+02
4.630935209999999643e+03,6.381465799999999717e+02,4.783000000000000114e+02
4.630934150000000045e+03,6.381450800000000072e+02,4.781000000000000227e+02
4.630933159999999589e+03,6.381438200000000052e+02,4.776999999999999886e+02
4.630932560000000194e+03,6.381427599999999529e+02,4.771999999999999886e+02
4.630931580000000395e+03,6.381420100000000275e+02,4.768000000000000114e+02
4.630929790000000139e+03,6.381411399999999503e+02,4.760000000000000000e+02
4.630927340000000186e+03,6.381400200000000495e+02,4.753999999999999773e+02
4.630926590000000033e+03,6.381398299999999608e+02,4.748999999999999773e+02
4.630927010000000337e+03,6.381404700000000503e+02,4.746999999999999886e+02
4.630927679999999782e+03,6.381414399999999887e+02,4.745000000000000000e+02
4.630929110000000037e+03,6.381423700000000281e+02,4.741000000000000227e+02
4.630929589999999735e+03,6.381428899999999658e+02,4.738999999999999773e+02
4.630930870000000141e+03,6.381437399999999798e+02,4.736000000000000227e+02
4.630932279999999992e+03,6.381450700000000325e+02,4.735000000000000000e+02
4.630932979999999588e+03,6.381462000000000216e+02,4.728000000000000114e+02
4.630933189999999740e+03,6.381467999999999847e+02,4.721999999999999886e+02
4.630933350000000246e+03,6.381475000000000364e+02,4.713999999999999773e+02
4.630933439999999791e+03,6.381480099999999993e+02,4.706999999999999886e+02
4.630932880000000296e+03,6.381479299999999739e+02,4.700000000000000000e+02
4.630931749999999738e+03,6.381471500000000106e+02,4.691999999999999886e+02
4.630930659999999989e+03,6.381459099999999580e+02,4.686999999999999886e+02
4.630929299999999785e+03,6.381448000000000320e+02,4.683000000000000114e+02
4.630928109999999833e+03,6.381439599999999928e+02,4.680000000000000000e+02
4.630927690000000439e+03,6.381431900000000041e+02,4.676999999999999886e+02
4.630927150000000438e+03,6.381422999999999774e+02,4.676000000000000227e+02
4.630926749999999629e+03,6.381414899999999761e+02,4.673999999999999773e+02
4.630927349999999933e+03,6.381424700000000030e+02,4.668999999999999773e+02
4.630928090000000338e+03,6.381432899999999790e+02,4.666000000000000227e+02
4.630928100000000086e+03,6.381439000000000306e+02,4.665000000000000000e+02
4.630927330000000438e+03,6.381438900000000558e+02,4.661000000000000227e+02
4.630926859999999579e+03,6.381440000000000055e+02,4.656999999999999886e+02
4.630926699999999983e+03,6.381444000000000187e+02,4.653000000000000114e+02
4.630927209999999832e+03,6.381446899999999687e+02,4.651999999999999886e+02
4.630927480000000287e+03,6.381452399999999443e+02,4.650000000000000000e+02
4.630927969999999732e+03,6.381457500000000209e+02,4.648000000000000114e+02
4.630928030000000035e+03,6.381456399999999576e+02,4.646999999999999886e+02
4.630928170000000136e+03,6.381454099999999698e+02,4.643999999999999773e+02
4.630927569999999832e+03,6.381450499999999693e+02,4.643000000000000114e+02
4.630926550000000134e+03,6.381444999999999936e+02,4.640000000000000000e+02
4.630925830000000133e+03,6.381440400000000182e+02,4.635000000000000000e+02
4.630925290000000132e+03,6.381434799999999541e+02,4.631000000000000227e+02
4.630925199999999677e+03,6.381430299999999534e+02,4.626999999999999886e+02
4.630924769999999626e+03,6.381429000000000542e+02,4.626999999999999886e+02
4.630924680000000080e+03,6.381429200000000037e+02,4.626999999999999886e+02
4.630924699999999575e+03,6.381427499999999782e+02,4.628000000000000114e+02
4.630925089999999727e+03,6.381425500000000284e+02,4.628000000000000114e+02
4.630925549999999930e+03,6.381425199999999904e+02,4.628000000000000114e+02
4.630925570000000334e+03,6.381424200000000155e+02,4.626999999999999886e+02
4.630926150000000234e+03,6.381424100000000408e+02,4.626000000000000227e+02
4.630927020000000084e+03,6.381426599999999780e+02,4.628000000000000114e+02
4.630928249999999935e+03,6.381432499999999663e+02,4.630000000000000000e+02
4.630929460000000290e+03,6.381440000000000055e+02,4.633999999999999773e+02
4.630931359999999586e+03,6.381450599999999440e+02,4.636999999999999886e+02
4.630933049999999639e+03,6.381462500000000091e+02,4.640000000000000000e+02
4.630934690000000046e+03,6.381472499999999854e+02,4.643000000000000114e+02
4.630936450000000150e+03,6.381486300000000256e+02,4.648999999999999773e+02
4.630937920000000304e+03,6.381499800000000278e+02,4.651999999999999886e+02
4.630938790000000154e+03,6.381504999999999654e+02,4.653999999999999773e+02
4.630940169999999853e+03,6.381513300000000299e+02,4.656000000000000227e+02
4.630940419999999904e+03,6.381514799999999923e+02,4.658999999999999773e+02
4.630940450000000055e+03,6.381517400000000180e+02,4.663999999999999773e+02
4.630940239999999903e+03,6.381518499999999676e+02,4.666999999999999886e+02
4.630940630000000056e+03,6.381522099999999682e+02,4.671999999999999886e+02
4.630940590000000157e+03,6.381524399999999559e+02,4.675000000000000000e+02
4.630940359999999600e+03,6.381524699999999939e+02,4.680000000000000000e+02
4.630940059999999903e+03,6.381526599999999689e+02,4.686000000000000227e+02
4.630939769999999953e+03,6.381520600000000059e+02,4.688000000000000114e+02
4.630940389999999752e+03,6.381526999999999816e+02,4.695000000000000000e+02
4.630940249999999651e+03,6.381526300000000447e+02,4.698000000000000114e+02
4.630939819999999600e+03,6.381526499999999942e+02,4.701999999999999886e+02
4.630940529999999853e+03,6.381536599999999453e+02,4.703999999999999773e+02
4.630941090000000258e+03,6.381539800000000469e+02,4.706999999999999886e+02
4.630941249999999854e+03,6.381538199999999961e+02,4.710000000000000000e+02
4.630940870000000359e+03,6.381539900000000216e+02,4.711999999999999886e+02
4.630940899999999601e+03,6.381540800000000218e+02,4.713999999999999773e+02
4.630941859999999906e+03,6.381544800000000350e+02,4.718999999999999773e+02
4.630942269999999553e+03,6.381547799999999597e+02,4.725000000000000000e+02
